id;modalidad_permiso;created_at;updated_at
3831;otros;2016-08-16 21:31:27.737;2016-08-16 21:31:27.737
3832;otros;2016-08-16 21:55:53.223;2016-08-16 21:55:53.223
3833;radioaficionado;2016-08-19 15:59:01.093;2016-08-19 15:59:01.093
3836;radioaficionado;2016-08-19 16:39:56.660;2016-08-19 16:39:56.660
3837;radioaficionado;2016-08-19 16:52:18.163;2016-08-19 16:52:18.163
3838;otros;2016-08-19 18:02:58.017;2016-08-19 18:02:58.017
3839;radioaficionado;2016-08-19 21:45:04.183;2016-08-19 21:45:04.183
3840;radioaficionado;2016-08-22 14:52:57.573;2016-08-22 14:52:57.573
3841;banda_ciudadana;2016-08-22 15:30:26.017;2016-08-22 15:30:26.017
3843;radioaficionado;2016-08-22 15:55:14.970;2016-08-22 15:55:14.970
3844;radioaficionado;2016-08-22 16:07:09.693;2016-08-22 16:07:09.693
3845;radioaficionado;2016-08-22 16:31:55.570;2016-08-22 16:31:55.570
3846;banda_ciudadana;2016-08-22 21:36:20.793;2016-08-22 21:36:20.793
3847;radioaficionado;2016-08-22 21:43:38.200;2016-08-22 21:43:38.200
3848;radioaficionado;2016-08-22 21:59:25.187;2016-08-22 21:59:25.187
3851;otros;2016-08-23 18:03:01.387;2016-08-23 18:03:01.387
3852;radioaficionado;2016-08-23 20:15:57.560;2016-08-23 20:15:57.560
3853;otros;2016-08-23 20:35:01.077;2016-08-23 20:35:01.077
3857;radioaficionado;2016-08-25 16:49:55.827;2016-08-25 16:49:55.827
3858;radioaficionado;2016-08-25 16:50:35.717;2016-08-25 16:50:35.717
3859;radioaficionado;2016-08-25 16:53:47.687;2016-08-25 16:53:47.687
3863;radioaficionado;2016-08-25 16:57:50.920;2016-08-25 16:57:50.920
3864;radioaficionado;2016-08-25 16:58:36.000;2016-08-25 16:58:36.000
3865;radioaficionado;2016-08-25 16:58:58.967;2016-08-25 16:58:58.967
3867;radioaficionado;2016-08-25 17:02:46.703;2016-08-25 17:02:46.703
3868;radioaficionado;2016-08-25 17:04:15.687;2016-08-25 17:04:15.687
3869;radioaficionado;2016-08-25 17:40:53.380;2016-08-25 17:40:53.380
3870;radioaficionado;2016-08-25 17:41:48.143;2016-08-25 17:41:48.143
3871;radioaficionado;2016-08-25 17:43:15.020;2016-08-25 17:43:15.020
3872;radioaficionado;2016-08-25 17:44:06.880;2016-08-25 17:44:06.880
3873;radioaficionado;2016-08-25 17:44:50.473;2016-08-25 17:44:50.473
3876;radioaficionado;2016-08-29 16:28:05.040;2016-08-29 16:28:05.040
3880;otros;2016-08-29 20:11:18.800;2016-08-29 20:11:18.800
3881;otros;2016-08-29 20:21:27.113;2016-08-29 20:21:27.113
3884;otros;2016-08-29 20:57:38.070;2016-08-29 20:57:38.070
3885;otros;2016-08-29 21:11:35.637;2016-08-29 21:11:35.637
3886;otros;2016-08-29 21:35:22.153;2016-08-29 21:35:22.153
3893;otros;2016-08-30 19:58:40.480;2016-08-30 19:58:40.480
3894;radioaficionado;2016-08-30 20:10:14.967;2016-08-30 20:10:14.967
3895;radioaficionado;2016-08-30 20:55:53.440;2016-08-30 20:55:53.440
3896;radioaficionado;2016-08-30 21:01:57.127;2016-08-30 21:01:57.127
3899;otros;2016-08-30 21:10:41.473;2016-08-30 21:10:41.473
3900;radioaficionado;2016-08-31 17:05:59.927;2016-08-31 17:05:59.927
3901;radioaficionado;2016-08-31 17:12:55.490;2016-08-31 17:12:55.490
3904;radioaficionado;2016-08-31 17:43:49.337;2016-08-31 17:43:49.337
3905;radioaficionado;2016-08-31 17:54:50.917;2016-08-31 17:54:50.917
3906;radioaficionado;2016-08-31 20:17:41.573;2016-08-31 20:17:41.573
3907;radioaficionado;2016-08-31 20:37:30.483;2016-08-31 20:37:30.483
3908;radioaficionado;2016-08-31 21:35:20.083;2016-08-31 21:35:20.083
3910;radioaficionado;2016-08-31 21:46:05.710;2016-08-31 21:46:05.710
3912;radioaficionado;2016-08-31 21:52:38.600;2016-08-31 21:52:38.600
3913;otros;2016-08-31 22:05:38.163;2016-08-31 22:05:38.163
3914;radioaficionado;2016-09-01 15:21:26.240;2016-09-01 15:21:26.240
3916;radioaficionado;2016-09-01 16:59:58.673;2016-09-01 16:59:58.673
3917;radioaficionado;2016-09-01 17:05:04.487;2016-09-01 17:05:04.487
3918;otros;2016-09-01 17:37:16.677;2016-09-01 17:37:16.677
3920;otros;2016-09-01 20:01:39.240;2016-09-01 20:01:39.240
3921;otros;2016-09-01 20:19:22.197;2016-09-01 20:19:22.197
3923;otros;2016-09-01 20:40:00.353;2016-09-01 20:40:00.353
3924;otros;2016-09-01 20:57:41.373;2016-09-01 20:57:41.373
3925;radioaficionado;2016-09-01 21:24:50.250;2016-09-01 21:24:50.250
3926;radioaficionado;2016-09-02 15:16:04.330;2016-09-02 15:16:04.330
3927;radioaficionado;2016-09-02 15:21:02.737;2016-09-02 15:21:02.737
3928;radioaficionado;2016-09-02 16:17:20.663;2016-09-02 16:17:20.663
3930;otros;2016-09-02 17:52:41.567;2016-09-02 17:52:41.567
3932;radioaficionado;2016-09-02 21:48:40.360;2016-09-02 21:48:40.360
3937;radioaficionado;2016-09-05 21:36:02.917;2016-09-05 21:36:02.917
3938;radioaficionado;2016-09-05 21:41:54.167;2016-09-05 21:41:54.167
3939;otros;2016-09-05 21:43:52.307;2016-09-05 21:43:52.307
3940;radioaficionado;2016-09-05 21:50:02.950;2016-09-05 21:50:02.950
3941;otros;2016-09-06 17:11:00.037;2016-09-06 17:11:00.037
3944;radioaficionado;2016-09-08 15:47:45.020;2016-09-08 15:47:45.020
3948;otros;2016-09-08 21:26:00.450;2016-09-08 21:26:00.450
3950;otros;2016-09-09 14:59:37.260;2016-09-09 14:59:37.260
3951;otros;2016-09-09 15:17:40.403;2016-09-09 15:17:40.403
3952;otros;2016-09-09 15:48:07.627;2016-09-09 15:48:07.627
3953;otros;2016-09-09 16:47:37.337;2016-09-09 16:47:37.337
3956;otros;2016-09-09 17:17:59.370;2016-09-09 17:17:59.370
3958;otros;2016-09-13 17:46:59.783;2016-09-13 17:46:59.783
3959;radioaficionado;2016-09-16 16:42:37.127;2016-09-16 16:42:37.127
3960;otros;2016-09-19 16:45:47.370;2016-09-19 16:45:47.370
3961;otros;2016-09-19 17:05:58.903;2016-09-19 17:05:58.903
3962;otros;2016-09-19 17:48:45.253;2016-09-19 17:48:45.253
3964;radioaficionado;2016-09-19 18:08:34.927;2016-09-19 18:08:34.927
3965;radioaficionado;2016-09-19 19:50:07.267;2016-09-19 19:50:07.267
3966;radioaficionado;2016-09-19 20:09:28.877;2016-09-19 20:09:28.877
3967;otros;2016-09-19 20:44:41.023;2016-09-19 20:44:41.023
3968;otros;2016-09-19 21:07:58.727;2016-09-19 21:07:58.727
3970;otros;2016-09-21 15:50:16.887;2016-09-21 15:50:16.887
3972;otros;2016-09-21 16:36:28.280;2016-09-21 16:36:28.280
3973;otros;2016-09-21 16:52:23.860;2016-09-21 16:52:23.860
3974;otros;2016-09-21 17:24:31.693;2016-09-21 17:24:31.693
3976;otros;2016-09-21 20:33:11.997;2016-09-21 20:33:11.997
3977;otros;2016-09-21 20:34:35.527;2016-09-21 20:34:35.527
3978;radioaficionado;2016-09-21 20:47:51.547;2016-09-21 20:47:51.547
3979;radioaficionado;2016-09-21 21:54:37.677;2016-09-21 21:54:37.677
3980;radiocomunicacion_banda_aeronautica;2016-09-22 21:40:09.500;2016-09-22 21:40:09.500
3982;radioaficionado;2016-09-30 16:27:17.933;2016-09-30 16:27:17.933
3984;radioaficionado;2016-09-30 16:36:33.513;2016-09-30 16:36:33.513
3986;radioaficionado;2016-09-30 17:49:01.113;2016-09-30 17:49:01.113
3987;radioaficionado;2016-09-30 17:57:02.630;2016-09-30 17:57:02.630
3988;otros;2016-09-30 18:12:41.163;2016-09-30 18:12:41.163
3989;radioaficionado;2016-09-30 20:34:30.150;2016-09-30 20:34:30.150
3992;otros;2016-09-30 21:08:00.513;2016-09-30 21:08:00.513
3993;otros;2016-09-30 21:08:27.670;2016-09-30 21:08:27.670
3994;otros;2016-09-30 21:27:31.857;2016-09-30 21:27:31.857
3995;otros;2016-09-30 21:44:36.657;2016-09-30 21:44:36.657
3998;otros;2016-10-03 16:06:45.707;2016-10-03 16:06:45.707
4013;otros;2016-10-04 16:09:16.830;2016-10-04 16:09:16.830
4014;radioaficionado;2016-10-04 16:10:19.970;2016-10-04 16:10:19.970
4015;otros;2016-10-04 16:11:27.923;2016-10-04 16:11:27.923
4016;otros;2016-10-04 16:12:46.393;2016-10-04 16:12:46.393
4017;radioaficionado;2016-10-04 16:15:35.033;2016-10-04 16:15:35.033
4018;radioaficionado;2016-10-04 16:16:41.017;2016-10-04 16:16:41.017
4019;radioaficionado;2016-10-04 16:17:40.517;2016-10-04 16:17:40.517
4020;radioaficionado;2016-10-04 16:18:33.127;2016-10-04 16:18:33.127
4021;otros;2016-10-04 16:20:18.220;2016-10-04 16:20:18.220
4022;radioaficionado;2016-10-04 16:21:50.737;2016-10-04 16:21:50.737
4023;radioaficionado;2016-10-04 16:27:30.410;2016-10-04 16:27:30.410
4024;otros;2016-10-04 17:26:42.620;2016-10-04 17:26:42.620
4025;otros;2016-10-04 17:40:52.200;2016-10-04 17:40:52.200
4026;otros;2016-10-04 17:57:47.187;2016-10-04 17:57:47.187
4027;otros;2016-10-04 20:37:57.470;2016-10-04 20:37:57.470
4028;otros;2016-10-04 20:51:30.160;2016-10-04 20:51:30.160
4029;otros;2016-10-04 20:59:10.050;2016-10-04 20:59:10.050
4030;otros;2016-10-05 17:40:28.273;2016-10-05 17:40:28.273
4033;otros;2016-10-07 16:19:29.757;2016-10-07 16:19:29.757
4041;otros;2016-10-07 20:19:44.887;2016-10-07 20:19:44.887
4043;radioaficionado;2016-10-24 21:12:30.903;2016-10-24 21:12:30.903
4044;otros;2016-11-03 17:41:43.017;2016-11-03 17:41:43.017
4046;radioaficionado;2016-11-03 18:07:23.690;2016-11-03 18:07:23.690
4049;radioaficionado;2016-11-03 20:08:40.923;2016-11-03 20:08:40.923
4050;radioaficionado;2016-11-03 20:25:24.580;2016-11-03 20:25:24.580
4051;radiocomunicacion_banda_angosta;2016-11-03 21:49:00.420;2016-11-03 21:49:00.420
4054;otros;2016-11-04 16:04:33.907;2016-11-04 16:04:33.907
4055;otros;2016-11-07 14:54:26.583;2016-11-07 14:54:26.583
4060;otros;2016-11-07 17:07:43.333;2016-11-07 17:07:43.333
4062;otros;2016-11-07 21:20:49.613;2016-11-07 21:20:49.613
4064;otros;2016-11-08 14:35:30.257;2016-11-08 14:35:30.257
4065;otros;2016-11-08 15:07:17.823;2016-11-08 15:07:17.823
4066;otros;2016-11-08 15:16:46.467;2016-11-08 15:16:46.467
4067;radioaficionado;2016-11-08 15:23:27.420;2016-11-08 15:23:27.420
4068;radioaficionado;2016-11-08 15:39:28.063;2016-11-08 15:39:28.063
4069;radioaficionado;2016-11-08 16:30:42.787;2016-11-08 16:30:42.787
4071;otros;2016-11-08 16:56:06.277;2016-11-08 16:56:06.277
4074;otros;2016-11-08 17:52:18.470;2016-11-08 17:52:18.470
4077;otros;2016-11-08 20:38:43.707;2016-11-08 20:38:43.707
4079;radiocomunicacion_banda_angosta;2016-11-08 21:38:53.637;2016-11-08 21:38:53.637
4080;radiocomunicacion_banda_angosta;2016-11-09 15:28:43.433;2016-11-09 15:28:43.433
4081;radiocomunicacion_banda_angosta;2016-11-09 15:44:23.217;2016-11-09 15:44:23.217
4082;radioaficionado;2016-11-09 16:15:08.673;2016-11-09 16:15:08.673
4083;radioaficionado;2016-11-09 16:25:36.830;2016-11-09 16:25:36.830
4089;otros;2016-11-22 21:38:41.990;2016-11-22 21:38:41.990
4090;otros;2016-11-22 21:39:35.463;2016-11-22 21:39:35.463
4094;radiocomunicacion_banda_angosta;2016-11-23 14:37:11.913;2016-11-23 14:37:11.913
4095;otros;2016-11-23 14:53:17.430;2016-11-23 14:53:17.430
4096;otros;2016-11-23 15:25:25.763;2016-11-23 15:25:25.763
4097;radiocomunicacion_banda_angosta;2016-12-06 16:46:27.387;2016-12-06 16:46:27.387
4098;otros;2016-12-09 15:24:08.277;2016-12-09 15:24:08.277
4103;radiocomunicacion_banda_aeronautica;2016-12-12 17:03:03.367;2016-12-12 17:03:03.367
4104;otros;2016-12-12 17:05:36.383;2016-12-12 17:05:36.383
4106;otros;2016-12-12 20:38:55.407;2016-12-12 20:38:55.407
4109;otros;2016-12-13 14:41:23.453;2016-12-13 14:41:23.453
4111;otros;2016-12-13 15:28:03.097;2016-12-13 15:28:03.097
4112;radiocomunicacion_banda_angosta;2016-12-13 15:44:07.803;2016-12-13 15:44:07.803
4114;radioaficionado;2016-12-14 17:21:46.453;2016-12-14 17:21:46.453
4115;radioaficionado;2016-12-14 17:27:41.017;2016-12-14 17:27:41.017
4116;radioaficionado;2016-12-14 17:39:00.987;2016-12-14 17:39:00.987
4117;radioaficionado;2016-12-14 17:51:45.423;2016-12-14 17:51:45.423
4118;radioaficionado;2016-12-14 17:55:45.893;2016-12-14 17:55:45.893
4119;radioaficionado;2016-12-14 20:11:01.987;2016-12-14 20:11:01.987
4120;radioaficionado;2016-12-14 20:26:33.053;2016-12-14 20:26:33.053
4121;radioaficionado;2016-12-14 20:32:11.053;2016-12-14 20:32:11.053
4123;radioaficionado;2016-12-15 17:21:56.653;2016-12-15 17:21:56.653
4124;radioaficionado;2016-12-15 17:27:30.857;2016-12-15 17:27:30.857
4125;radioaficionado;2016-12-15 17:41:55.780;2016-12-15 17:41:55.780
4126;radioaficionado;2016-12-15 19:43:27.340;2016-12-15 19:43:27.340
4127;radioaficionado;2016-12-15 20:05:40.000;2016-12-15 20:05:40.000
4128;radioaficionado;2016-12-15 20:12:55.017;2016-12-15 20:12:55.017
4129;radioaficionado;2016-12-15 20:51:50.193;2016-12-15 20:51:50.193
4130;radioaficionado;2016-12-15 21:28:37.620;2016-12-15 21:28:37.620
4131;radioaficionado;2016-12-15 21:36:09.760;2016-12-15 21:36:09.760
4133;otros;2016-12-15 21:56:22.123;2016-12-15 21:56:22.123
4134;otros;2016-12-16 14:48:15.803;2016-12-16 14:48:15.803
4136;radioaficionado;2016-12-16 16:23:57.893;2016-12-16 16:23:57.893
4137;radioaficionado;2016-12-16 17:12:32.790;2016-12-16 17:12:32.790
4138;radioaficionado;2016-12-16 17:32:37.493;2016-12-16 17:32:37.493
4139;radioaficionado;2017-01-09 17:52:43.273;2017-01-09 17:52:43.273
4141;radioaficionado;2017-01-09 20:00:50.383;2017-01-09 20:00:50.383
4142;radioaficionado;2017-01-09 20:11:58.243;2017-01-09 20:11:58.243
4143;radioaficionado;2017-01-09 20:22:10.137;2017-01-09 20:22:10.137
4144;radioaficionado;2017-01-09 20:28:37.497;2017-01-09 20:28:37.497
4145;radioaficionado;2017-01-09 20:43:09.683;2017-01-09 20:43:09.683
4147;radioaficionado;2017-01-09 20:56:35.843;2017-01-09 20:56:35.843
4150;otros;2017-01-10 18:20:04.403;2017-01-10 18:20:04.403
4152;otros;2017-01-10 21:16:42.800;2017-01-10 21:16:42.800
4153;radiocomunicacion_banda_aeronautica;2017-01-10 21:22:45.487;2017-01-10 21:22:45.487
4154;radioaficionado;2017-01-10 21:55:00.070;2017-01-10 21:55:00.070
4155;radiocomunicacion_banda_angosta;2017-01-13 19:58:35.277;2017-01-13 19:58:35.277
4157;radioaficionado;2017-01-13 21:02:34.503;2017-01-13 21:02:34.503
4160;radioaficionado;2017-01-13 21:35:56.773;2017-01-13 21:35:56.773
4161;radioaficionado;2017-01-13 21:37:05.697;2017-01-13 21:37:05.697
4163;otros;2017-01-17 17:49:09.083;2017-01-17 17:49:09.083
4164;radioaficionado;2017-01-17 21:02:53.230;2017-01-17 21:02:53.230
4165;radioaficionado;2017-01-17 21:50:07.567;2017-01-17 21:50:07.567
4166;radioaficionado;2017-01-17 21:57:58.457;2017-01-17 21:57:58.457
4167;radioaficionado;2017-01-18 15:04:36.373;2017-01-18 15:04:36.373
4168;radioaficionado;2017-01-18 15:56:43.567;2017-01-18 15:56:43.567
4175;otros;2017-01-18 18:05:01.160;2017-01-18 18:05:01.160
4177;otros;2017-01-18 20:45:45.350;2017-01-18 20:45:45.350
4178;radioaficionado;2017-01-18 21:30:02.293;2017-01-18 21:30:02.293
4179;radiocomunicacion_banda_aeronautica;2017-01-18 21:57:53.640;2017-01-18 21:57:53.640
4180;radioaficionado;2017-01-19 21:15:51.023;2017-01-19 21:15:51.023
4181;radioaficionado;2017-01-19 21:35:23.150;2017-01-19 21:35:23.150
4183;radioaficionado;2017-01-20 17:16:05.853;2017-01-20 17:16:05.853
4184;otros;2017-01-20 18:01:54.327;2017-01-20 18:01:54.327
4188;radiocomunicacion_banda_angosta;2017-01-23 15:37:36.717;2017-01-23 15:37:36.717
4189;radiocomunicacion_banda_angosta;2017-01-23 15:37:37.370;2017-01-23 15:37:37.370
4194;otros;2017-01-23 21:51:54.457;2017-01-23 21:51:54.457
4195;otros;2017-01-24 18:05:26.993;2017-01-24 18:05:26.993
4196;radioaficionado;2017-01-24 20:53:53.357;2017-01-24 20:53:53.357
4197;radioaficionado;2017-01-24 21:20:53.147;2017-01-24 21:20:53.147
4199;otros;2017-01-26 18:08:58.457;2017-01-26 18:08:58.457
4201;otros;2017-01-26 20:51:02.307;2017-01-26 20:51:02.307
4202;otros;2017-01-26 21:03:52.640;2017-01-26 21:03:52.640
4203;radioaficionado;2017-01-27 14:33:34.910;2017-01-27 14:33:34.910
4204;radioaficionado;2017-02-10 21:51:49.183;2017-02-10 21:51:49.183
4206;otros;2017-02-14 15:42:13.877;2017-02-14 15:42:13.877
4207;radiocomunicacion_banda_angosta;2017-02-14 15:54:19.613;2017-02-14 15:54:19.613
4209;radioaficionado;2017-02-14 16:06:57.550;2017-02-14 16:06:57.550
4210;radiocomunicacion_banda_aeronautica;2017-02-14 16:29:30.163;2017-02-14 16:29:30.163
4212;otros;2017-02-14 16:48:40.713;2017-02-14 16:48:40.713
4214;otros;2017-02-24 17:24:54.597;2017-02-24 17:24:54.597
